id,coding,d2018,d2017,d2016,16-17,17-18
149,(株)レオパレス２１【8848】,22930,22898,20996,9.06%,0.14%
1559,小林製薬(株)【4967】,22925,17409,18260,-4.66%,31.68%
2761,(株)カカクコム【2371】,22876,21161,19534,8.33%,8.10%
283,浜松ホトニクス(株)【6965】,22849,20544,23596,-12.93%,11.22%
1150,(株)ＦＵＪＩ【6134】,22827,9794,11901,-17.70%,133.07%
520,エイチ・ツー・オー　リテイリング(株)【8242】,22765,22542,23825,-5.39%,0.99%
399,西松建設(株)【1820】,22752,25259,16184,56.07%,-9.93%
1401,(株)コスモス薬品【3349】,22749,22237,18648,19.25%,2.30%
171,(株)商船三井【9104】,22684,2558,2323,10.12%,786.79%
651,新日鉄住金ソリューションズ(株)【2327】,22671,21540,19269,11.79%,5.25%
585,日本化薬(株)【4272】,22606,19646,21713,-9.52%,15.07%
512,オークマ(株)【6103】,22493,15560,21583,-27.91%,44.56%
630,栗田工業(株)【6370】,22475,19452,19833,-1.92%,15.54%
248,沢井製薬(株)【4555】,22209,20633,23185,-11.01%,7.64%
465,(株)伊藤園【2593】,22043,21774,17243,26.28%,1.24%
298,(株)ジーエス・ユアサ　コーポレーション【6674】,21920,23106,21909,5.46%,-5.13%
428,森永乳業(株)【2264】,21684,21099,14317,47.37%,2.77%
333,伊藤ハム米久ホールディングス(株)【2296】,21562,21455,,#DIV/0!,0.50%
400,日揮(株)【1963】,21495,-21496,49661,-143.29%,200.00%
548,東急建設(株)【1720】,21416,17211,18178,-5.32%,24.43%
684,ニチアス(株)【5393】,21357,19600,15104,29.77%,8.96%
411,(株)ＡＤＥＫＡ【4401】,21335,21041,19300,9.02%,1.40%
469,(株)日本製鋼所【5631】,21318,12340,14423,-14.44%,72.76%
667,(株)第一興商【7458】,21103,20694,19886,4.06%,1.98%
736,スターツコーポレーション(株)【8850】,20949,20178,17945,12.44%,3.82%
350,ＫＹＢ(株)【7242】,20885,19247,4327,344.81%,8.51%
358,いちご(株)【2337】,20858,21781,15417,41.28%,-4.24%
847,丸一鋼管(株)【5463】,20826,24502,17027,43.90%,-15.00%
1309,ＴＰＲ(株)【6463】,20775,20514,21334,-3.84%,1.27%
531,(株)椿本チエイン【6371】,20694,21647,21570,0.36%,-4.40%
752,日本航空電子工業(株)【6807】,20632,12059,17928,-32.74%,71.09%
179,青山商事(株)【8219】,20591,20210,21336,-5.28%,1.89%
849,パーク２４(株)【4666】,20505,21453,18730,14.54%,-4.42%
639,不二製油グループ本社(株)【2607】,20481,19694,16840,16.95%,4.00%
367,西日本鉄道(株)【9031】,20430,19354,23342,-17.09%,5.56%
969,江崎グリコ(株)【2206】,20377,24254,17110,41.75%,-15.98%
2067,(株)プレサンスコーポレーション【3254】,20362,15645,14057,11.30%,30.15%
705,東芝プラントシステム(株)【1983】,20245,17583,18648,-5.71%,15.14%
397,太陽誘電(株)【6976】,20221,12385,23370,-47.00%,63.27%
510,(株)富士通ゼネラル【6755】,20207,26490,27521,-3.75%,-23.72%
247,(株)大京【8840】,20174,20523,18318,12.04%,-1.70%
409,リンテック(株)【7966】,20095,16595,17692,-6.20%,21.09%
1886,(株)パイロットコーポレーション【7846】,19974,21013,19313,8.80%,-4.94%
492,森永製菓(株)【2201】,19751,17612,11456,53.74%,12.15%
627,(株)スズケン【9987】,19735,18712,28244,-33.75%,5.47%
1307,東建コーポレーション(株)【1766】,19674,17480,12616,38.55%,12.55%
425,(株)アインホールディングス【9627】,19622,14563,14619,-0.38%,34.74%
652,グローリー(株)【6457】,19615,20365,20552,-0.91%,-3.68%
393,(株)アシックス【7936】,19571,25472,27448,-7.20%,-23.17%
804,ＤＣＭホールディングス(株)【3050】,19507,19625,18446,6.39%,-0.60%
1236,ピジョン(株)【7956】,19412,16015,14521,10.29%,21.21%
457,雪印メグミルク(株)【2270】,19363,18753,14004,33.91%,3.25%
517,興銀リース(株)【8425】,19162,17962,17573,2.21%,6.68%
696,ＯＳＧ【6136】,19137,18246,21597,-15.52%,4.88%
402,(株)阿波銀行【8388】,19124,19715,22531,-12.50%,-3.00%
835,(株)ミツバ【7280】,19103,22687,22889,-0.88%,-15.80%
834,アイカ工業(株)【4206】,19092,18099,16184,11.83%,5.49%
1097,ロート製薬(株)【4527】,19087,15451,15683,-1.48%,23.53%
756,東邦ホールディングス(株)【8129】,19016,14244,28618,-50.23%,33.50%
729,ニッコンホールディングス(株)【9072】,19009,18130,17511,3.53%,4.85%
246,住友大阪セメント(株)【5232】,18990,21530,23614,-8.83%,-11.80%
391,日本マクドナルドホールディングス(株)【2702】,18912,6930,-23440,129.56%,172.90%
190,ＴＢＳホールディングス【9401】,18800,19878,17179,15.71%,-5.42%
274,(株)テレビ朝日ホールディングス【9409】,18634,17278,16570,4.27%,7.85%
268,住友ベークライト(株)【4203】,18598,16879,10241,64.82%,10.18%
565,シップヘルスケアホールディングス(株)【3360】,18259,16055,14049,14.28%,13.73%
145,荏原【6361】,18115,29995,38011,-21.09%,-39.61%
1199,ダイキョーニシカワ(株)【4246】,18052,14376,17236,-16.59%,25.57%
863,岡谷鋼機(株)【7485】,18016,14466,16301,-11.26%,24.54%
1340,日本パーカライジング(株)【4095】,17984,16934,15766,7.41%,6.20%
336,日新製鋼(株)【5413】,17801,7834,10087,-22.34%,127.23%
472,リゾートトラスト(株)【4681】,17742,13514,18640,-27.50%,31.29%
337,セガサミーホールディングス(株)【6460】,17720,29527,17617,67.61%,-39.99%
868,みらかホールディングス(株)【4544】,17648,28057,26050,7.70%,-37.10%
1279,ＧＭＯインターネット(株)【9449】,17642,17017,14803,14.96%,3.67%
100,日本製紙(株)【3863】,17613,23764,22623,5.04%,-25.88%
401,(株)ゼンショーホールディングス【7550】,17611,18775,12113,55.00%,-6.20%
561,コクヨ(株)【7984】,17591,15438,11102,39.06%,13.95%
366,ユニゾホールディングス(株)【3258】,17570,13128,10605,23.79%,33.84%
1004,(株)近鉄エクスプレス【9375】,17551,13075,15356,-14.85%,34.23%
713,東映(株)【9605】,17469,17462,16039,8.87%,0.04%
441,東亞合成(株)【4045】,17453,16147,12347,30.78%,8.09%
279,東海東京フィナンシャル・ホールディングス(株)【8616】,17446,9497,12643,-24.88%,83.70%
523,コーナン商事(株)【7516】,17372,,,#DIV/0!,#DIV/0!
381,(株)七十七銀行【8341】,17330,18177,17421,4.34%,-4.66%
761,(株)東京精密【7729】,17283,13659,13222,3.31%,26.53%
466,伊藤忠エネクス(株)【8133】,17153,19678,16384,20.10%,-12.83%
361,センコーグループホールディングス(株)【9069】,17087,17081,17497,-2.38%,0.04%
316,レンゴー(株)【3941】,17082,23642,15727,50.33%,-27.75%
1242,日本新薬(株)【4516】,17079,15280,8549,78.73%,11.77%
359,(株)北國銀行【8363】,17053,15406,21195,-27.31%,10.69%
328,(株)ツムラ【4540】,17050,15983,19826,-19.38%,6.68%
1118,(株)ノジマ【7419】,17044,15091,14593,3.41%,12.94%
198,サッポロホールディングス(株)【2501】,17032,20267,13950,45.28%,-15.96%
1396,(株)ヤオコー【8279】,16969,,,#DIV/0!,#DIV/0!
489,(株)コメリ【8218】,16964,16689,17928,-6.91%,1.65%
310,東洋インキＳＣホールディングス(株)【4634】,16823,19222,18470,4.07%,-12.48%
1616,イオンディライト(株)【9787】,16812,17257,16707,3.29%,-2.58%
1031,(株)ミライト・ホールディングス【1417】,16715,10061,6127,64.21%,66.14%
757,三菱食品(株)【7451】,16703,17833,16888,5.60%,-6.34%
174,イビデン(株)【4062】,16702,7141,22570,-68.36%,133.89%
623,(株)カナモト【9678】,16665,15134,16270,-6.98%,10.12%
1258,三谷商事(株)【8066】,16577,16476,20368,-19.11%,0.61%
961,リコーリース(株)【8566】,16552,17333,16951,2.25%,-4.51%
642,高砂熱学工業(株)【1969】,16362,12383,9289,33.31%,32.13%
1192,日本ユニシス(株)【8056】,16332,14314,12525,14.28%,14.10%
830,ハウス食品グループ本社(株)【2810】,16288,12312,10775,14.26%,32.29%
552,(株)不二越【6474】,16130,11139,18945,-41.20%,44.81%
293,(株)カプコン【9697】,16037,13650,12029,13.48%,17.49%
781,日新電機(株)【6641】,16030,18742,12424,50.85%,-14.47%
295,(株)滋賀銀行【8366】,15973,17998,18253,-1.40%,-11.25%
741,(株)エイチ・アイ・エス【9603】,15915,14274,19970,-28.52%,11.50%
467,(株)奥村組【1833】,15853,11678,8423,38.64%,35.75%
1677,武蔵精密工業(株)【7220】,15767,11166,13398,-16.66%,41.21%
826,(株)スカパーＪＳＡＴホールディングス【9412】,15652,24433,24210,0.92%,-35.94%
638,宝ホールディングス(株)【2531】,15612,13551,11680,16.02%,15.21%
648,(株)タダノ【6395】,15511,18484,31062,-40.49%,-16.08%
958,(株)山善【8051】,15383,13113,13258,-1.09%,17.31%
699,(株)エディオン【2730】,15378,15273,17050,-10.42%,0.69%
1779,(株)リログループ【8876】,15359,13264,10840,22.36%,15.79%
616,マクニカ・富士エレホールディングス(株)【3132】,15163,10473,9729,7.65%,44.78%
351,日清紡ホールディングス(株)【3105】,15085,4890,12617,-61.24%,208.49%
1497,(株)サンエー【2659】,15050,15006,14121,6.27%,0.29%
437,(株)牧野フライス製作所【6135】,15023,9660,14465,-33.22%,55.52%
587,(株)島精機製作所【6222】,14905,11262,5781,94.81%,32.35%
908,日本電設工業(株)【1950】,14874,13811,14339,-3.68%,7.70%
406,(株)ＡＯＫＩホールディングス【8214】,14864,14447,17789,-18.79%,2.89%
90,北陸電力(株)【9505】,14826,10539,38124,-72.36%,40.68%
326,福山通運(株)【9075】,14726,11044,13139,-15.94%,33.34%
880,(株)ゲオホールディングス【2681】,14668,8662,16552,-47.67%,69.34%
979,日本光電【6849】,14517,13585,16438,-17.36%,6.86%
1172,(株)ハイレックスコーポレーション【7279】,14508,16882,17381,-2.87%,-14.06%
1643,(株)ティーガイア【3738】,14457,14271,15666,-8.90%,1.30%
459,(株)アークス【9948】,14440,14854,14429,2.95%,-2.79%
505,アマノ(株)【6436】,14350,13165,12942,1.72%,9.00%
429,ダイワボウホールディングス(株)【3107】,14305,12626,9912,27.38%,13.30%
1329,(株)ジーテクト【5970】,14272,14402,12826,12.29%,-0.90%
292,(株)ジャフコ【8595】,14252,12324,19226,-35.90%,15.64%
1514,(株)竹内製作所【6432】,14133,13404,16222,-17.37%,5.44%
598,日本精機(株)【7287】,14109,17296,18083,-4.35%,-18.43%
812,ユナイテッド・スーパーマーケット・ホールディングス(株)【3222】,14068,14320,14024,2.11%,-1.76%
1405,(株)エフ・シー・シー【7296】,14052,11236,9736,15.41%,25.06%
1158,河西工業(株)【7256】,13966,15888,16373,-2.96%,-12.10%
537,(株)平和【6412】,13931,36599,38967,-6.08%,-61.94%
716,(株)平和堂【8276】,13919,15344,15835,-3.10%,-9.29%
850,三浦工業(株)【6005】,13868,10577,10220,3.49%,31.11%
2673,(株)クリエイトＳＤホールディングス【3148】,13861,14441,13954,3.49%,-4.02%
967,アサヒホールディングス(株)【5857】,13791,2038,8705,-76.59%,576.69%
1304,朝日インテック(株)【7747】,13773,10795,10002,7.93%,27.59%
371,アルパイン(株)【6816】,13748,5612,5434,3.28%,144.98%
854,(株)横河ブリッジホールディングス【5911】,13730,8020,6904,16.16%,71.20%
2672,(株)ココカラファイン【3098】,13712,10159,11119,-8.63%,34.97%
1511,新日本建設(株)【1879】,13691,12284,11762,4.44%,11.45%
1263,(株)高松コンストラクショングループ【1762】,13630,12935,10410,24.26%,5.37%
2366,ＲＩＺＡＰグループ(株)【2928】,13590,10212,5066,101.58%,33.08%
701,(株)バローホールディングス【9956】,13470,15439,16683,-7.46%,-12.75%
526,日本空港ビルデング(株)【9706】,13429,9497,11302,-15.97%,41.40%
1660,(株)ＦＰＧ【7148】,13417,11853,10081,17.58%,13.19%
626,因幡電機産業(株)【9934】,13378,12381,12944,-4.35%,8.05%
662,(株)ゴールドクレスト【8871】,13324,8860,6872,28.93%,50.38%
927,ニチハ(株)【7943】,13232,12833,8349,53.71%,3.11%
3180,(株)ワールド【3612】,13225,12066,,#DIV/0!,9.61%
498,リョービ(株)【5851】,13212,11875,12832,-7.46%,11.26%
1553,(株)タカラトミー【7867】,13199,7744,2698,187.03%,70.44%
1504,日信工業(株)【7230】,13162,12278,7490,63.93%,7.20%
491,(株)オカムラ【7994】,13142,11815,12960,-8.83%,11.23%
959,プリマハム(株)【2281】,13129,15565,7963,95.47%,-15.65%
594,東邦亜鉛(株)【5707】,13102,12766,1397,813.82%,2.63%
954,(株)共立メンテナンス【9616】,13087,11815,10244,15.34%,10.77%
800,大日精化工業(株)【4116】,13079,11982,9954,20.37%,9.16%
622,ホシデン(株)【6804】,13043,2373,-2835,183.70%,449.64%
758,(株)ベルーナ【9997】,13008,10882,8366,30.07%,19.54%
1742,東鉄工業(株)【1835】,13002,13371,12480,7.14%,-2.76%
507,(株)クレハ【4023】,12973,9255,12600,-26.55%,40.17%
1094,(株)コロプラ【3668】,12932,31855,,#DIV/0!,-59.40%
2613,(株)シノケングループ【8909】,12920,10570,6806,55.30%,22.23%
641,(株)エフピコ【7947】,12884,15176,13248,14.55%,-15.10%
633,能美防災(株)【6744】,12881,10190,10674,-4.53%,26.41%
551,(株)ジャックス【8584】,12679,11798,12242,-3.63%,7.47%
1489,ＮＥＣキャピタルソリューション(株)【8793】,12674,6024,4870,23.70%,110.39%
624,(株)ベネッセホールディングス【9783】,12626,7685,10862,-29.25%,64.29%
1018,(株)ハーモニック・ドライブ・システムズ【6324】,12598,7813,7618,2.56%,61.24%
1305,(株)タカラレーベン【8897】,12597,10349,7563,36.84%,21.72%
1738,(株)ブイ・テクノロジー【7717】,12545,5414,2578,110.01%,131.71%
635,(株)ワコールホールディングス【3591】,12534,11065,13865,-20.19%,13.28%
739,ＣＫＤ(株)【6407】,12472,9580,8107,18.17%,30.19%
2355,沖縄セルラー電話(株)【9436】,12449,11703,11212,4.38%,6.37%
419,三菱倉庫(株)【9301】,12421,12748,11309,12.72%,-2.57%
363,タカラスタンダード(株)【7981】,12341,12285,12973,-5.30%,0.46%
1335,フクダ電子(株)【6960】,12334,12062,10649,13.27%,2.26%
251,ケネディクス(株)【4321】,12285,9530,10119,-5.82%,28.91%
681,住友理工(株)【5191】,12196,13600,12867,5.70%,-10.32%
1092,(株)大気社【1979】,12180,8473,12734,-33.46%,43.75%
805,(株)ライフコーポレーション【8194】,12094,12664,,#DIV/0!,-4.50%
540,(株)トプコン【7732】,12073,9551,8803,8.50%,26.41%
440,サンケン電気(株)【6707】,12026,5930,6803,-12.83%,102.80%
646,三洋化成工業(株)【4471】,11999,13647,12486,9.30%,-12.08%
460,カゴメ(株)【2811】,11968,10946,6723,62.81%,9.34%
791,三愛石油(株)【8097】,11904,8972,6240,43.78%,32.68%
2591,(株)クスリのアオキホールディングス【3549】,11862,10676,,#DIV/0!,11.11%
1351,三菱鉛筆(株)【7976】,11849,9865,11852,-16.77%,20.11%
2072,(株)ＭｏｎｏｔａＲＯ【3064】,11837,9493,7087,33.95%,24.69%
224,(株)大垣共立銀行【8361】,11819,21975,19237,14.23%,-46.22%
378,愛知製鋼(株)【5482】,11813,7218,5883,22.69%,63.66%
966,(株)ユアテック【1934】,11786,14559,15256,-4.57%,-19.05%
768,イーグル工業(株)【6486】,11732,11120,13971,-20.41%,5.50%
495,(株)岡三証券グループ【8609】,11720,14155,14158,-0.02%,-17.20%
288,(株)パルコ【8251】,11713,12812,12772,0.31%,-8.58%
579,(株)コーエーテクモホールディングス【3635】,11711,8781,11069,-20.67%,33.37%
1002,持田製薬(株)【4534】,11662,11374,12154,-6.42%,2.53%
1317,東和薬品(株)【4553】,11643,6869,11134,-38.31%,69.50%
2381,(株)日本Ｍ＆Ａセンター【2127】,11605,9046,7002,29.19%,28.29%
261,(株)南都銀行【8367】,11593,15596,17053,-8.54%,-25.67%
1137,(株)フジシールインターナショナル【7864】,11505,9763,8792,11.04%,17.84%
935,プレス工業(株)【7246】,11499,8639,10115,-14.59%,33.11%
886,ＫＨネオケム(株)【4189】,11495,8982,6261,43.46%,27.98%
450,東海カーボン(株)【5301】,11486,1131,4088,-72.33%,915.56%
1280,(株)メイテック【9744】,11458,11142,10874,2.46%,2.84%
329,三井海洋開発(株)【6269】,11448,18018,5075,255.03%,-36.46%
244,北越コーポレーション(株)【3865】,11414,12900,9236,39.67%,-11.52%
447,ユアサ商事(株)【8074】,11402,10923,10357,5.46%,4.39%
1781,エスケー化研(株)【4628】,11399,12541,11939,5.04%,-9.11%
2019,(株)東京ドーム【9681】,11389,12589,12737,-1.16%,-9.53%
532,(株)明電舎【6508】,11381,8849,10517,-15.86%,28.61%
1013,(株)アウトソーシング【2427】,11360,5672,3125,81.50%,100.28%
458,(株)百五銀行【8368】,11356,12638,15518,-18.56%,-10.14%
859,太陽ホールディングス(株)【4626】,11337,9221,10964,-15.90%,22.95%
591,(株)宮崎銀行【8393】,11331,11818,12888,-8.30%,-4.12%
1019,アリアケジャパン(株)【2815】,11329,10273,8836,16.26%,10.28%
1731,東映アニメーション(株)【4816】,11272,10133,7635,32.72%,11.24%
535,フタバ産業(株)【7241】,11258,8976,3121,187.60%,25.42%
694,サンフロンティア不動産(株)【8934】,11239,9380,7387,26.98%,19.82%
1057,テクノプロ・ホールディングス(株)【6028】,11238,9647,8494,13.57%,16.49%
872,大豊建設(株)【1822】,11227,10047,9348,7.48%,11.74%
384,富士石油(株)【5017】,11188,18940,-8799,315.25%,-40.93%
1127,西尾レントオール(株)【9699】,11121,11805,12954,-8.87%,-5.79%
2186,鴻池運輸(株)【9025】,11067,10232,10264,-0.31%,8.16%
254,大王製紙(株)【3880】,11062,23535,24323,-3.24%,-53.00%
