id,coding,industry,d2018,d2017,d2016
444,(株)山陰合同銀行【8381】,‥,‥,‥,銀行業
445,マブチモーター(株)【6592】,24066,24225,22961,電気機器
446,(株)ディスコ【6146】,50995,31341,30338,機械
447,ユアサ商事(株)【8074】,11402,10923,10357,卸売業
448,西部ガス(株)【9536】,10700,9624,12605,電気・ガス業
449,カドカワ(株)【9468】,3144,8419,9124,情報・通信
450,東海カーボン(株)【5301】,11486,1131,4088,ガラス・土石製品
451,クラリオン(株)【6796】,4792,11367,11551,電気機器
452,山陽特殊製鋼(株)【5481】,10969,11685,12188,鉄鋼
453,(株)ノーリツ【5943】,6708,8940,5123,金属製品
454,岩谷産業(株)【8088】,27193,25038,20496,卸売業
455,(株)中山製鋼所【5408】,6384,6096,5694,鉄鋼
456,マルハニチロ(株)【1333】,24497,26308,16972,水産・農林業
457,雪印メグミルク(株)【2270】,19363,18753,14004,食料品
458,(株)百五銀行【8368】,11356,12638,15518,銀行業
459,(株)アークス【9948】,14440,14854,14429,小売業
460,カゴメ(株)【2811】,11968,10946,6723,食料品
461,日医工(株)【4541】,10301,8554,12910,医薬品
462,(株)エービーシー・マート【2670】,43386,41860,41514,小売業
463,曙ブレーキ工業(株)【7238】,8143,4223,-3761,輸送用機器
464,ソニーフィナンシャルホールディングス(株)【8729】,‥,‥,‥,保険業
465,(株)伊藤園【2593】,22043,21774,17243,食料品
466,伊藤忠エネクス(株)【8133】,17153,19678,16384,卸売業
467,(株)奥村組【1833】,15853,11678,8423,建設業
468,日東紡【3110】,10837,11148,10893,ガラス・土石製品
469,(株)日本製鋼所【5631】,21318,12340,14423,機械
470,(株)イズミ【8273】,38487,35670,31912,小売業
471,(株)大分銀行【8392】,‥,‥,‥,銀行業
472,リゾートトラスト(株)【4681】,17742,13514,18640,サービス業
473,(株)青森銀行【8342】,‥,‥,‥,銀行業
474,ウシオ電機(株)【6925】,10151,8602,13130,電気機器
475,(株)高知銀行【8416】,‥,‥,‥,銀行業
476,(株)フジ【8278】,7238,7195,7052,小売業
477,前田道路(株)【1883】,23402,26649,28809,建設業
478,(株)大真空【6962】,300,1395,693,電気機器
479,天馬(株)【7958】,2070,4525,4551,化学
480,ブラザー工業(株)【6448】,68672,59152,47276,電気機器
481,(株)オービック【4684】,32325,27850,26108,情報・通信
482,アンリツ(株)【6754】,4912,4234,5897,電気機器
483,東亜建設工業(株)【1885】,2879,6196,11789,建設業
484,東洋水産(株)【2875】,26652,29486,28314,食料品
485,日産化学(株)【4021】,34988,31438,28606,化学
486,(株)ユー・エス・エス【4732】,36071,32396,34491,サービス業
487,中越パルプ工業(株)【3877】,-1242,1489,1413,パルプ・紙
488,三益半導体工業(株)【8155】,,,,金属製品
489,(株)コメリ【8218】,16964,16689,17928,小売業
490,ＡＬＳＯＫ【2331】,30111,28422,29036,サービス業
491,(株)オカムラ【7994】,13142,11815,12960,その他製品
492,森永製菓(株)【2201】,19751,17612,11456,食料品
493,(株)野村総合研究所【4307】,65138,58514,58295,情報・通信
494,日本テレビホールディングス(株)【9404】,50964,52526,53178,情報・通信
495,(株)岡三証券グループ【8609】,11720,14155,14158,証券業
496,トーヨーカネツ(株)【6369】,2265,3080,3024,機械
497,共英製鋼(株)【5440】,4259,7971,13792,鉄鋼
498,リョービ(株)【5851】,13212,11875,12832,非鉄金属
499,(株)レナウン【3606】,215,-248,586,繊維製品
500,アルフレッサ　ホールディングス(株)【2784】,41756,33228,45289,卸売業
501,トレンドマイクロ(株)【4704】,36441,34360,30976,情報・通信
502,(株)学研ホールディングス【9470】,3652,3382,2732,情報・通信
503,鉄建建設(株)【1815】,6614,6107,1785,建設業
504,(株)不二家【2211】,1128,2514,1480,食料品
505,アマノ(株)【6436】,14350,13165,12942,機械
506,東洋エンジニアリング(株)【6330】,-32951,-2009,11087,建設業
507,(株)クレハ【4023】,12973,9255,12600,化学
508,セントラル硝子(株)【4044】,6039,12982,13947,化学
509,(株)福島銀行【8562】,‥,‥,‥,銀行業
510,(株)富士通ゼネラル【6755】,20207,26490,27521,電気機器
511,ＪＵＫＩ(株)【6440】,8156,4651,7110,機械
512,オークマ(株)【6103】,22493,15560,21583,機械
513,ユニデンホールディングス(株)【6815】,1993,1241,-1389,電気機器
514,(株)愛知銀行【8527】,‥,‥,‥,銀行業
515,フィデアホールディングス(株)【8713】,6119,7422,13195,銀行業
516,(株)福井銀行【8362】,4209,6315,7817,銀行業
517,興銀リース(株)【8425】,19162,17962,17573,その他金融業
518,新電元工業(株)【6844】,6853,5238,799,電気機器
519,(株)トマト銀行【8542】,‥,‥,‥,銀行業
520,エイチ・ツー・オー　リテイリング(株)【8242】,22765,22542,23825,小売業
521,日油(株)【4403】,25816,24336,19365,化学
522,(株)リョーサン【8140】,5665,4659,5538,卸売業
523,コーナン商事(株)【7516】,17372,,,小売業
524,(株)フェローテックホールディングス【6890】,8437,5678,4024,電気機器
525,セーレン(株)【3569】,10773,9648,8234,繊維製品
526,日本空港ビルデング(株)【9706】,13429,9497,11302,不動産業
527,パーソルホールディングス(株)【2181】,36068,33409,28052,サービス業
528,小野薬品工業(株)【4528】,60684,72284,30507,医薬品
529,(株)日清製粉グループ本社【2002】,27200,25511,23769,食料品
530,(株)しまむら【8227】,42896,48794,39913,小売業
531,(株)椿本チエイン【6371】,20694,21647,21570,機械
532,(株)明電舎【6508】,11381,8849,10517,電気機器
533,ニッパツ【5991】,35541,40613,35041,金属製品
534,(株)じもとホールディングス【7161】,‥,‥,‥,銀行業
535,フタバ産業(株)【7241】,11258,8976,3121,輸送用機器
536,(株)日立物流【9086】,29266,28207,28334,陸運業
537,(株)平和【6412】,13931,36599,38967,機械
538,ユニー・ファミリーマートホールディングス(株)【8028】,27974,32764,48734,小売業
539,日本紙パルプ商事(株)【8032】,10125,8276,6339,卸売業
540,(株)トプコン【7732】,12073,9551,8803,精密機器
541,(株)南日本銀行【8554】,2121,4646,5954,その他製品
542,(株)ＭＴＧ【7806】,8887,5787,3546,小売業
543,(株)ケーズホールディングス【8282】,30764,25613,21744,化学
544,積水化成品工業(株)【4228】,5284,5401,5118,小売業
545,(株)島忠【8184】,,,,小売業
546,(株)ケーヨー【8168】,,,,機械
547,(株)ツバキ・ナカシマ【6464】,6985,6922,7110,電気機器
548,(株)三井ハイテック【6966】,2142,1821,1858,建設業
549,東急建設(株)【1720】,21416,17211,18178,食料品
550,日清オイリオグループ(株)【2602】,9102,10234,7491,サービス業
551,応用地質(株)【9755】,855,1579,2188,その他金融業
552,(株)ジャックス【8584】,12679,11798,12242,機械
553,(株)不二越【6474】,16130,11139,18945,銀行業
554,(株)佐賀銀行【8395】,2489,4633,6158,陸運業
555,九州旅客鉄道(株)【9142】,63963,58743,20893,化学
556,ユニ・チャーム(株)【8113】,86339,78277,79934,輸送用機器
557,新明和工業(株)【7224】,10594,13067,15260,小売業
558,ゼビオホールディングス(株)【8281】,10921,7428,6167,化学
559,デクセリアルズ(株)【4980】,6178,3491,8306,不動産業
560,(株)フージャースホールディングス【3284】,7289,5590,3184,卸売業
561,(株)ＰＡＬＴＡＣ【8283】,,,,その他製品
562,コクヨ(株)【7984】,17591,15438,11102,鉄鋼
563,日本高周波鋼業(株)【5476】,1148,671,1331,ガラス・土石製品
564,(株)ノリタケカンパニーリミテド【5331】,5097,3119,3448,卸売業
565,シナネンホールディングス(株)【8132】,3348,2934,3504,卸売業
566,シップヘルスケアホールディングス(株)【3360】,18259,16055,14049,化学
567,日立化成(株)【4217】,46219,53152,53036,小売業
568,スギホールディングス(株)【7649】,24760,22832,23112,銀行業
569,(株)山梨中央銀行【8360】,‥,‥,‥,建設業
570,(株)ＮＩＰＰＯ【1881】,38619,44121,40785,食料品
571,コカ・コーラ　ボトラーズジャパンホールディングス(株)【2579】,40579,21143,14262,化学
572,タキロンシーアイ(株)【4215】,8363,4339,3793,小売業
573,(株)アルペン【3028】,3060,4134,3183,銀行業
574,(株)中国銀行【8382】,‥,‥,‥,小売業
575,上新電機(株)【8173】,9680,7982,7838,卸売業
576,(株)イエローハット【9882】,9561,6939,7203,金属製品
577,文化シヤッター(株)【5930】,6801,7280,10087,繊維製品
578,(株)三陽商会【8011】,-1907,-8430,6577,繊維製品
579,(株)ＴＳＩホールディングス【3608】,2168,2541,1061,情報・通信
580,(株)コーエーテクモホールディングス【3635】,11711,8781,11069,金属製品
581,三協立山(株)【5932】,1201,6713,6251,小売業
582,(株)近鉄百貨店【8244】,4887,3062,3085,その他金融業
583,(株)アプラスフィナンシャル【8589】,6035,7065,5654,情報・通信
584,(株)アイネス【9742】,1608,2407,2212,化学
585,タカラバイオ(株)【4974】,3555,3202,2667,化学
586,日本農薬(株)【4997】,4172,3496,4426,化学
587,日本化薬(株)【4272】,22606,19646,21713,倉庫・運輸関連業
588,(株)住友倉庫【9303】,10302,9189,10768,機械
589,(株)島精機製作所【6222】,14905,11262,5781,機械
590,(株)ＳＡＮＫＹＯ【6417】,10181,5059,18826,卸売業
591,三信電気(株)【8150】,1763,804,1913,銀行業
592,(株)大東銀行【8563】,‥,‥,‥,銀行業
593,(株)宮崎銀行【8393】,11331,11818,12888,化学
594,東京応化工業(株)【4186】,9194,9954,12438,化学
595,アキレス(株)【5142】,2343,2535,1865,非鉄金属
596,東邦亜鉛(株)【5707】,13102,12766,1397,証券業
597,いちよし証券(株)【8624】,7141,2994,3695,電気機器
598,(株)ユーシン【6985】,5397,3269,4715,機械
599,ホソカワミクロン(株)【6277】,6541,5045,3657,輸送用機器
600,日本精機(株)【7287】,14109,17296,18083,卸売業
601,ヨコレイ【2874】,4825,5179,5169,鉱業
602,石油資源開発(株)【1662】,8764,685,8336,電気機器
603,ニチコン(株)【6996】,6197,3019,4778,電気機器
604,(株)小糸製作所【7276】,103785,92523,82218,陸運業
605,トナミホールディングス(株)【9070】,5631,5118,5239,小売業
606,(株)オークワ【8217】,2144,2642,2364,機械
607,理想科学工業(株)【6413】,3870,3993,6551,銀行業
608,(株)秋田銀行【8343】,6852,6901,9072,ガラス・土石製品
609,日本山村硝子(株)【5210】,1284,1433,1246,建設業
610,東洋建設(株)【1890】,10828,7123,8464,サービス業
611,(株)サニックス【4651】,1246,1036,-2229,小売業
612,(株)コロワイド【7616】,4242,4112,6354,卸売業
613,(株)ＴＯＫＡＩホールディングス【3167】,10971,12750,8245,化学
614,(株)大阪ソーダ【4046】,7318,6586,6443,化学
615,(株)バルカー【7995】,5374,4065,3123,鉄鋼
616,大平洋金属(株)【5541】,-3239,-3070,-15357,その他製品
617,図書印刷(株)【7913】,55,283,351,卸売業
618,マクニカ・富士エレホールディングス(株)【3132】,15163,10473,9729,卸売業
619,(株)ワキタ【8125】,5813,6574,6761,小売業
620,日産東京販売ホールディングス(株)【8291】,4616,5029,4219,小売業
621,ロイヤルホールディングス(株)【8179】,5952,5222,4899,卸売業
622,菱洋エレクトロ(株)【8068】,251,1373,876,パルプ・紙
623,(株)トーモク【3946】,5878,7299,5088,電気機器
624,ホシデン(株)【6804】,13043,2373,-2835,サービス業
625,(株)カナモト【9678】,16665,15134,16270,サービス業
626,(株)ベネッセホールディングス【9783】,12626,7685,10862,卸売業
627,(株)サンゲツ【8130】,5033,7572,9112,卸売業
628,因幡電機産業(株)【9934】,13378,12381,12944,卸売業
629,(株)スズケン【9987】,19735,18712,28244,水産・農林業
630,(株)サカタのタネ【1377】,7553,7702,7317,証券業
631,東洋証券(株)【8614】,2251,267,1120,機械
632,栗田工業(株)【6370】,22475,19452,19833,小売業
633,(株)ニトリホールディングス【9843】,93378,85776,73039,機械
634,(株)タクマ【6013】,10029,10973,9189,電気機器
635,能美防災(株)【6744】,12881,10190,10674,その他製品
636,クリナップ(株)【7955】,398,1989,1129,繊維製品
637,(株)ワコールホールディングス【3591】,12534,11065,13865,銀行業
638,(株)東北銀行【8349】,755,1971,2712,サービス業
639,(株)ロイヤルホテル【9713】,2442,2303,2054,食料品
640,宝ホールディングス(株)【2531】,15612,13551,11680,食料品
641,不二製油グループ本社(株)【2607】,20481,19694,16840,その他製品
642,大建工業(株)【7905】,7519,8515,5586,化学
643,(株)エフピコ【7947】,12884,15176,13248,建設業
644,高砂熱学工業(株)【1969】,16362,12383,9289,情報・通信
645,ＮＥＣネッツエスアイ(株)【1973】,11057,9974,14111,その他製品
646,(株)ツツミ【7937】,,,,海運業
647,飯野海運(株)【9119】,5651,6591,8115,化学
648,三洋化成工業(株)【4471】,11999,13647,12486,ゴム製品
649,オカモト(株)【5122】,10155,10431,8237,機械
650,(株)タダノ【6395】,15511,18484,31062,銀行業
651,(株)長野銀行【8521】,‥,‥,‥,小売業
652,(株)カワチ薬品【2664】,4573,5723,4656,情報・通信
653,新日鉄住金ソリューションズ(株)【2327】,22671,21540,19269,機械
654,グローリー(株)【6457】,19615,20365,20552,電気機器
