industry,name,d2018,d2017,d2016
サービス業,日本空港ビルデング(株)【9706】,9892,22481,13429
医薬品,パーソルホールディングス(株)【2181】,39085,44111,36068
食料品,小野薬品工業(株)【4528】,77491,62010,60684
小売業,(株)日清製粉グループ本社【2002】,28852,26916,27200
機械,(株)しまむら【8227】,22985,25451,42896
電気機器,(株)椿本チエイン【6371】,16146,21789,20694
金属製品,(株)明電舎【6508】,12725,10336,11381
建設業,ニッパツ【5991】,20715,26650,35541
銀行業,安藤ハザマ【1719】,24699,23692,35714
機械,(株)じもとホールディングス【7161】,‥,‥,‥
輸送用機器,(株)ツバキ・ナカシマ【6464】,8186,9942,6985
陸運業,フタバ産業(株)【7241】,10621,6797,11258
機械,(株)日立物流【9086】,34356,30353,29266
精密機器,(株)平和【6412】,23551,28014,13931
小売業,(株)トプコン【7732】,5381,13596,12073
卸売業,(株)ファミリーマート【8028】,51998,3895,27974
その他製品,日本紙パルプ商事(株)【8032】,10924,10805,10125
化学,(株)ＭＴＧ【7806】,-14421,6925,5787
小売業,(株)南日本銀行【8554】,2250,2636,2121
小売業,積水化成品工業(株)【4228】,3725,4784,5284
電気機器,(株)島忠【8184】,,,
卸売業,(株)ケーヨー【8168】,,,
建設業,(株)三井ハイテック【6966】,19,499,2142
食料品,日鉄物産(株)【9810】,32088,36170,32314
不動産業,東急建設(株)【1720】,20315,21987,21416
サービス業,日清オイリオグループ(株)【2602】,13133,12948,9102
その他金融業,サムティ(株)【3244】,15395,14033,10131
機械,応用地質(株)【9755】,2581,1481,855
銀行業,(株)ジャックス【8584】,16506,14370,12679
化学,(株)不二越【6474】,13348,15306,16130
陸運業,(株)佐賀銀行【8395】,7325,-1366,2489
化学,デクセリアルズ(株)【4980】,4617,3724,6178
輸送用機器,九州旅客鉄道(株)【9142】,49406,63885,63963
小売業,ユニ・チャーム(株)【8113】,69745,92526,86339
不動産業,新明和工業(株)【7224】,12836,10708,10594
化学,ゼビオホールディングス(株)【8281】,5247,5766,10921
卸売業,(株)フージャースホールディングス【3284】,6692,9287,7289
その他製品,(株)大阪ソーダ【4046】,9698,9488,7318
鉄鋼,(株)ＰＡＬＴＡＣ【8283】,,,
ガラス・土石製品,コクヨ(株)【7984】,16743,18296,17591
卸売業,日本高周波鋼業(株)【5476】,-5,748,1148
卸売業,(株)ノリタケカンパニーリミテド【5331】,4207,7484,5097
小売業,シナネンホールディングス(株)【8132】,2454,1670,3348
銀行業,シップヘルスケアホールディングス(株)【3360】,18794,17952,18259
建設業,スギホールディングス(株)【7649】,29762,25817,24760
その他製品,(株)山梨中央銀行【8360】,‥,‥,‥
食料品,(株)ＮＩＰＰＯ【1881】,36227,38656,38619
化学,大建工業(株)【7905】,8384,5733,7519
小売業,コカ・コーラ　ボトラーズジャパンホールディングス(株)【2579】,-55389,14682,40579
銀行業,タキロンシーアイ(株)【4215】,7372,9080,8363
小売業,(株)アルペン【3028】,4133,1518,3060
卸売業,(株)中国銀行【8382】,‥,‥,‥
金属製品,上新電機(株)【8173】,8979,10987,9680
繊維製品,(株)イエローハット【9882】,10093,9583,9561
繊維製品,文化シヤッター(株)【5930】,9485,9801,6801
情報・通信,(株)三陽商会【8011】,-2875,-2176,-1907
金属製品,(株)ＴＳＩホールディングス【3608】,70,2290,2168
小売業,(株)コーエーテクモホールディングス【3635】,14102,12092,11711
その他金融業,三協立山(株)【5932】,2015,738,1201
情報・通信,(株)近鉄百貨店【8244】,4529,5884,4887
化学,(株)アプラスフィナンシャル【8589】,4623,2788,6035
化学,(株)アイネス【9742】,2903,2169,1608
化学,タカラバイオ(株)【4974】,6274,5463,3555
倉庫・運輸関連業,日本農薬(株)【4997】,4005,3318,4172
医薬品,日本化薬(株)【4272】,17485,19939,22606
機械,(株)住友倉庫【9303】,11101,8795,10302
機械,シンバイオ製薬(株)【4582】,,,
卸売業,(株)島精機製作所【6222】,-5602,4638,14905
銀行業,(株)ＳＡＮＫＹＯ【6417】,12551,21286,10181
銀行業,三信電気(株)【8150】,1958,1965,1763
化学,(株)大東銀行【8563】,‥,‥,‥
化学,(株)宮崎銀行【8393】,11267,12972,11331
非鉄金属,東京応化工業(株)【4186】,9546,10505,9194
証券業,アキレス(株)【5142】,1602,1402,2343
機械,東邦亜鉛(株)【5707】,-14217,531,13102
輸送用機器,いちよし証券(株)【8624】,-545,2056,7141
卸売業,ホソカワミクロン(株)【6277】,5918,6541,5045
鉱業,日本精機(株)【7287】,7669,14215,14109
電気機器,ヨコレイ【2874】,4774,4825,5179
電気機器,石油資源開発(株)【1662】,14283,2313,8764
陸運業,ニチコン(株)【6996】,2549,5473,6197
小売業,(株)小糸製作所【7276】,82411,101534,103785
機械,トナミホールディングス(株)【9070】,6824,7275,5631
銀行業,(株)オークワ【8217】,3448,2840,2144
ガラス・土石製品,理想科学工業(株)【6413】,2543,3771,3870
建設業,(株)秋田銀行【8343】,4452,5417,6852
サービス業,日本山村硝子(株)【5210】,250,282,1284
卸売業,東洋建設(株)【1890】,9268,7815,10828
小売業,(株)サニックス【4651】,2791,1224,1246
卸売業,マクニカ・富士エレホールディングス(株)【3132】,14447,15324,15163
卸売業,(株)コロワイド【7616】,-4606,4082,4242
化学,(株)ＴＯＫＡＩホールディングス【3167】,14224,13057,10971
鉄鋼,因幡電機産業(株)【9934】,16111,14114,13378
卸売業,(株)バルカー【7995】,4214,5609,5374
小売業,大平洋金属(株)【5541】,-1879,176,-3239
サービス業,(株)ワキタ【8125】,5889,6381,5813
小売業,日産東京販売ホールディングス(株)【8291】,4350,4721,4616
卸売業,(株)ベネッセホールディングス【9783】,21266,16245,12626
パルプ・紙,ロイヤルホールディングス(株)【8179】,4648,5709,5952
電気機器,菱洋エレクトロ(株)【8068】,2154,1257,251
電気機器,(株)トーモク【3946】,6911,5204,5878
卸売業,ホシデン(株)【6804】,11219,11457,13043
小売業,(株)ＪＶＣケンウッド【6632】,4080,7263,6942
卸売業,(株)サンゲツ【8130】,9268,5895,5033
水産・農林業,(株)バローホールディングス【9956】,15515,14210,13470
証券業,(株)スズケン【9987】,32571,27228,19735
機械,(株)サカタのタネ【1377】,7482,7717,7553
小売業,東洋証券(株)【8614】,-1747,-1901,2251
機械,栗田工業(株)【6370】,27479,24326,22475
電気機器,(株)ニトリホールディングス【9843】,107478,100779,93378
医薬品,(株)タクマ【6013】,9600,11604,10029
その他製品,能美防災(株)【6744】,15139,11366,12881
繊維製品,アンジェス(株)【4563】,-3270,-3065,-3288
銀行業,クリナップ(株)【7955】,2499,-465,398
卸売業,(株)ワコールホールディングス【3591】,6632,4879,12534
サービス業,(株)東北銀行【8349】,1910,1508,755
食料品,(株)ミスミグループ本社【9962】,23640,31874,34848
食料品,(株)ロイヤルホテル【9713】,-257,2047,2442
化学,宝ホールディングス(株)【2531】,15836,17804,15612
建設業,不二製油グループ本社(株)【2607】,23598,18525,20481
情報・通信,(株)エフピコ【7947】,15507,13949,12884
その他製品,高砂熱学工業(株)【1969】,17900,17219,16362
海運業,ＮＥＣネッツエスアイ(株)【1973】,16245,12774,11057
化学,(株)ツツミ【7937】,,,
ゴム製品,飯野海運(株)【9119】,3976,4782,5651
機械,三洋化成工業(株)【4471】,12439,12919,11999
銀行業,オカモト(株)【5122】,7345,8678,10155
小売業,(株)タダノ【6395】,15623,15835,15511
情報・通信,(株)長野銀行【8521】,‥,‥,‥
機械,(株)カワチ薬品【2664】,5675,3886,4573
電気機器,日鉄ソリューションズ(株)【2327】,28387,25385,21844
電気機器,グローリー(株)【6457】,17927,20576,19615
医薬品,(株)メイコー【6787】,5189,8926,7457
食料品,シスメックス(株)【6869】,55284,61282,59078
機械,(株)ヘリオス【4593】,,,
輸送用機器,昭和産業(株)【2004】,8808,8443,6556
建設業,スター精密(株)【7718】,5817,9712,6210
情報・通信,(株)ショーワ【7274】,22311,30142,25296
機械,(株)九電工【1959】,36022,36747,34726
小売業,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ【3993】,720,596,395
不動産業,フジテック(株)【6406】,13375,10313,10665
機械,(株)アドヴァン【7463】,5253,4879,5591
精密機器,(株)ゴールドクレスト【8871】,11508,8251,13324
機械,(株)豊和銀行【8559】,,,
卸売業,芝浦機械(株)【6104】,3529,3834,4640
機械,リズム時計工業(株)【7769】,-234,761,844
化学,マックス(株)【6454】,7586,7150,6139
機械,(株)第一興商【7458】,19058,19672,21103
建設業,(株)ツガミ【6101】,4549,10215,6942
情報・通信,積水樹脂(株)【4212】,10353,10082,10345
証券業,津田駒工業(株)【6217】,-228,934,622
食料品,日本道路(株)【1884】,7515,7764,6742
不動産業,ネットワンシステムズ(株)【7518】,16476,12166,7256
証券業,水戸証券(株)【8622】,,,
電気機器,(株)宮崎太陽銀行【8560】,1376,1087,1431
保険業,日本製粉(株)【2001】,11101,11222,10060
機械,ダイビル(株)【8806】,11561,10329,11055
ゴム製品,澤田ホールディングス(株)【8699】,10901,9682,7192
卸売業,マクセルホールディングス(株)【6810】,-137,5424,8848
ガラス・土石製品,ライフネット生命保険(株)【7157】,,,
その他製品,ＯＳＧ【6136】,19554,22520,19137
銀行業,住友理工(株)【5191】,8898,1153,12196
不動産業,加賀電子(株)【8154】,10014,7570,8119
サービス業,ニチアス(株)【5393】,20427,22629,21357
不動産業,ＮＩＳＳＨＡ(株)【7915】,-16247,8071,6278
食料品,(株)岩手銀行【8345】,6338,6583,6635
電気機器,(株)プロスペクト【3528】,-1281,-6653,-1543
銀行業,藤田観光(株)【9722】,280,1099,1995
建設業,(株)ティーケーピー【3479】,6325,4289,3449
小売業,カルビー(株)【2229】,27664,26964,26828
証券業,(株)堀場製作所【6856】,20916,28838,26834
不動産業,(株)山形銀行【8344】,6396,6283,6203
非鉄金属,三井住友建設(株)【1821】,24765,29217,30584
電気・ガス業,(株)ジョイフル本田【3191】,,8400,7981
証券業,光世証券(株)【8617】,,,
小売業,サンフロンティア不動産(株)【8934】,16571,13305,11239
小売業,東邦チタニウム(株)【5727】,4068,5274,3930
サービス業,メタウォーター(株)【9551】,8223,7607,6745
輸送用機器,松井証券(株)【8628】,,,
陸運業,(株)エディオン【2730】,12284,17842,15378
電気機器,ＤＣＭホールディングス(株)【3050】,20832,21013,19507
電気機器,(株)ニチイ学館【9792】,12162,10032,7630
輸送用機器,極東開発工業(株)【7226】,8493,8554,10245
不動産業,ＳＧホールディングス(株)【9143】,75447,70359,62709
その他製品,(株)タムラ製作所【6768】,2289,4600,5407
陸運業,(株)テラプローブ【6627】,-110,1670,1845
情報・通信,日本車輌製造(株)【7102】,8538,8499,7266
証券業,(株)テーオーシー【8841】,6227,6323,5330
卸売業,トッパン・フォームズ(株)【7862】,8169,6706,7114
化学,神戸電鉄(株)【9046】,2083,2332,2275
化学,東映(株)【9605】,22003,22970,17469
小売業,(株)ジャパンインベストメントアドバイザー【7172】,8188,8936,4707
食料品,スターゼン(株)【8043】,4229,4788,5844
その他金融業,信越ポリマー(株)【7970】,7756,8153,7206
パルプ・紙,中国塗料(株)【4617】,3498,-588,3761
卸売業,(株)平和堂【8276】,10463,13550,13919
化学,キッコーマン(株)【2801】,39826,38417,36502
機械,(株)日本取引所グループ【8697】,68533,69535,71791
建設業,特種東海製紙(株)【3708】,2870,3079,3932
機械,(株)モスフードサービス【8153】,1060,517,3734
サービス業,(株)マンダム【4917】,5970,7135,8457
繊維製品,澁谷工業(株)【6340】,9366,10369,9605
陸運業,若築建設(株)【1888】,5039,4607,3713
化学,蛇の目ミシン工業(株)【6445】,1158,1150,2075
倉庫・運輸関連業,(株)ダスキン【4665】,6577,7954,7557
金属製品,シキボウ(株)【3109】,1958,2406,2763
金属製品,ニッコンホールディングス(株)【9072】,20890,20028,19009
鉄鋼,保土谷化学工業(株)【4112】,2902,3028,3903
不動産業,三井倉庫ホールディングス(株)【9302】,11808,11986,6996
機械,東洋製罐グループホールディングス(株)【5901】,27271,25443,31870
機械,ホッカンホールディングス(株)【5902】,6333,6191,5135
食料品,新日本電工(株)【5563】,-5572,1701,9639
サービス業,スターツコーポレーション(株)【8850】,23912,22821,20949
電気機器,サンデンホールディングス(株)【6444】,-3401,889,5469
電気機器,ＣＫＤ(株)【6407】,5230,5429,12472
ゴム製品,山崎製パン(株)【2212】,24824,24343,30087
金属製品,(株)エイチ・アイ・エス【9603】,17540,18024,15915
電気機器,日本セラミック(株)【6929】,3169,3715,3301
銀行業,Ｉ−ＰＥＸ(株)【6640】,1505,719,2604
化学,バンドー化学(株)【5195】,2056,6815,6336
医薬品,中央発條(株)【5992】,2692,2228,3358
鉄鋼,サクサホールディングス(株)【6675】,2247,1879,516
その他金融業,(株)清水銀行【8364】,2619,2495,3139
精密機器,(株)ファンケル【4921】,14125,12387,8448
電気機器,扶桑薬品工業(株)【4538】,,,
輸送用機器,日亜鋼業(株)【5658】,1750,1160,946
電気機器,全国保証(株)【7164】,,,
卸売業,(株)東京精密【7729】,12282,20221,17283
卸売業,日本航空電子工業(株)【6807】,14150,17302,20632
小売業,愛三工業(株)【7283】,7226,8227,9421
電気機器,日本電波工業(株)【6779】,-8286,406,-9618
サービス業,東邦ホールディングス(株)【8129】,17590,15783,19016
